Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
allow for,Take into consideration when making plans or calculations,göz önünde bulundurmak,We need to allow for delays.,phrasal verb,"allows for, allowing for, allowed for","consider, account for","ignore, disregard","allow for traffic, allow for error",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=allow%20for&tl=en&client=tw-ob,B2
all right,Satisfactory but not especially good,tamam,The food was all right.,"adverb, adjective",all rightness,"okay, fine","bad, poor","all right now, feel all right",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=all%20right&tl=en&client=tw-ob,B2
ally,A state formally cooperating with another for a military or other purpose,müttefik,The country is an ally of the US.,noun,allies,"partner, supporter","enemy, opponent","military ally, key ally",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=ally&tl=en&client=tw-ob,A1
almost,Very nearly but not exactly or entirely,neredeyse,She almost missed the bus.,adverb,almost,"nearly, about","exactly, completely","almost done, almost finished",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=almost&tl=en&client=tw-ob,A2
alone,Having no one else present; on one's own,yalnız,He lives alone.,"adjective, adverb",aloneness,"solitary, single","together, accompanied","live alone, feel alone",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alone&tl=en&client=tw-ob,A2
along,Moving in a constant direction on (a path or any more or less horizontal surface),boyunca,They walked along the beach.,"preposition, adverb",along,"beside, alongside",none,"walk along, travel along",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=along&tl=en&client=tw-ob,A2
alongside,Close to the side of; next to,yanında,The boat was docked alongside the pier.,"preposition, adverb",alongside,"next to, beside","away from, far from","work alongside, stand alongside",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alongside&tl=en&client=tw-ob,B2
aloud,Audibly; not silently or in a whisper,sesli,She read the letter aloud.,adverb,aloud,"audibly, loudly","silently, quietly","read aloud, laugh aloud",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=aloud&tl=en&client=tw-ob,A2
alphabet,A set of letters or symbols in a fixed order used for writing a language,alfabe,The English alphabet has 26 letters.,noun,alphabets,"letters, characters",none,"Latin alphabet, Greek alphabet",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alphabet&tl=en&client=tw-ob,B1
alphabetical,Arranged in the order of the letters of the alphabet,alfabetik,The books are in alphabetical order.,adjective,alphabetically,none,none,"alphabetical list, alphabetical order",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alphabetical&tl=en&client=tw-ob,C1
alphabetically,In alphabetical order,alfabetik olarak,The files are sorted alphabetically.,adverb,alphabetical,none,none,"sorted alphabetically, arranged alphabetically",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alphabetically&tl=en&client=tw-ob,C1
already,Before or by now or the time in question,zaten,She has already finished her homework.,adverb,already,"by now, before","not yet, never","already done, already known",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=already&tl=en&client=tw-ob,A2
also,In addition; too,ayrıca,She is talented and also very hardworking.,adverb,also,"too, as well","neither, nor","also known as, and also",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=also&tl=en&client=tw-ob,A1
alter,Change or cause to change in character or composition,değiştirmek,He altered his appearance.,verb,"alters, altering, altered","change, modify","keep, maintain","alter the plan, alter the dress",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alter&tl=en&client=tw-ob,B2
alternative,Available as another possibility or choice,alternatif,There is an alternative route.,"noun, adjective",alternatives,"option, choice",none,"alternative option, alternative solution",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alternative&tl=en&client=tw-ob,B2
alternatively,As another option or possibility,alternatif olarak,You could alternatively use a different tool.,adverb,alternative,"optionally, otherwise",none,"use alternatively, consider alternatively",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=alternatively&tl=en&client=tw-ob,C1
although,In spite of the fact that; even though,rağmen,"Although it was raining, we went for a walk.",conjunction,although,"though, even though",none,"although difficult, although true",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=although&tl=en&client=tw-ob,A2
altogether,Completely; totally,tamamen,She stopped seeing him altogether.,adverb,altogether,"completely, entirely","partially, incompletely","altogether different, altogether gone",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=altogether&tl=en&client=tw-ob,B2
always,At all times; on all occasions,her zaman,She always arrives on time.,adverb,always,"constantly, forever","never, sometimes","always happy, always ready",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=always&tl=en&client=tw-ob,A1
a.m.,Before noon,öğleden önce,The meeting is at 10 a.m.,abbreviation,a.m.,"morning, ante meridiem","p.m., afternoon","10 a.m., early a.m.",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=a.m.&tl=en&client=tw-ob,A1
amaze,Surprise (someone) greatly; fill with astonishment,hayran bırakmak,The performance amazed everyone.,verb,"amazes, amazing, amazed","astonish, astound","bore, disinterest","amaze people, never cease to amaze",khác,en,/əˈmeɪz/,https://api.dictionaryapi.dev/media/pronunciations/en/amaze-us.mp3,A2
amazed,Greatly surprised; astonished,hayran olmuş,She was amazed by the news.,adjective,amazedly,"astonished, astounded","indifferent, unsurprised","amazed at, amazed by",khác,en,/əˈmeɪzd/,https://translate.google.com/translate_tts?ie=UTF-8&q=amazed&tl=en&client=tw-ob,A2
amazing,Causing great surprise or wonder; astonishing,şaşırtıcı,The view is amazing.,adjective,amazingly,"astonishing, astounding","ordinary, unremarkable","amazing experience, amazing talent",luyện trí não,en,/əˈmeɪzɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/amazing-us.mp3,B1
ambition,A strong desire to do or achieve something,hırs,His ambition is to become a doctor.,noun,ambitions,"aspiration, goal","indifference, laziness","career ambition, lifelong ambition",nghề nghiệp,en,/æmˈbɪ.ʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/ambition-us.mp3,B1
ambulance,A vehicle specially equipped for taking sick or injured people to and from the hospital,ambulans,The ambulance arrived quickly.,noun,ambulances,"emergency vehicle, medical vehicle",none,"call an ambulance, need an ambulance",khác,en,/ˈæm.bjə.ləns/,https://api.dictionaryapi.dev/media/pronunciations/en/ambulance-us.mp3,B2
among,Situated more or less centrally in relation to (several other things),arasında,There was a big tree among the houses.,preposition,amongst,"amid, amidst","outside, separate","among friends, among the best",khác,en,/əˈmɒŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/among-us.mp3,A2
amount,A quantity of something,miktar,The amount of water needed is 2 liters.,noun,amounts,"quantity, sum",none,"large amount, small amount",thức ăn,en,/əˈmaʊnt/,https://api.dictionaryapi.dev/media/pronunciations/en/amount-us.mp3,B1
amount to,To total; to result in a final amount,tutmak,The total cost amounts to $100.,phrasal verb,"amounts to, amounting to, amounted to","total, come to",none,"amount to nothing, amount to a lot",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=amount%20to&tl=en&client=tw-ob,B2
amuse,Cause (someone) to find something funny; entertain,eğlendirmek,The clown amused the children.,verb,"amuses, amusing, amused","entertain, delight","bore, tire","amuse the crowd, amuse greatly",khác,en,/əˈmjuːz/,https://api.dictionaryapi.dev/media/pronunciations/en/amuse-uk.mp3,A2
amused,Finding something funny or entertaining,eğlenmiş,She was amused by his jokes.,adjective,amusedly,"entertained, delighted","bored, uninterested","be amused, look amused",khác,en,/əˈmjuːzd/,https://api.dictionaryapi.dev/media/pronunciations/en/amused-us.mp3,A2
amusing,Causing laughter or providing entertainment,eğlendirici,The movie was very amusing.,adjective,amusingly,"funny, entertaining","boring, dull","amusing story, amusing incident",văn hóa,en,/əˈmjuːzɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/amusing-us.mp3,B1
analyse,Examine methodically and in detail the constitution or structure of (something),analiz etmek,They analyzed the data.,verb,"analyzes, analyzing, analyzed","examine, study","ignore, overlook","analyse data, analyse thoroughly",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=analyse&tl=en&client=tw-ob,B2
analysis,Detailed examination of the elements or structure of something,analiz,The analysis revealed some interesting facts.,noun,analyses,"examination, study",none,"detailed analysis, in-depth analysis",trường học,en,/əˈnælɪsɪs/,https://api.dictionaryapi.dev/media/pronunciations/en/analysis-us.mp3,B1
ancient,Belonging to the very distant past and no longer in existence,antik,They found ancient artifacts.,adjective,anciently,"old, historic","modern, new","ancient history, ancient ruins",văn hóa,en,/ˈeɪn.ʃənt/,https://api.dictionaryapi.dev/media/pronunciations/en/ancient-us.mp3,B1
and,"Used to connect words of the same part of speech, clauses, or sentences",ve,She likes tea and coffee.,conjunction,and,"plus, together with",none,"and so on, and then",thức ăn,en,,https://api.dictionaryapi.dev/media/pronunciations/en/and-us.mp3,A1
anger,"A strong feeling of annoyance, displeasure, or hostility",öfke,He couldn't control his anger.,noun,"angers, angering, angered","rage, fury","calm, peace","feel anger, express anger",nghề nghiệp,en,/ˈæŋɡə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/anger-us.mp3,A2
angle,The space (usually measured in degrees) between two intersecting lines or surfaces at or close to the point where they meet,açı,The angles of the triangle add up to 180 degrees.,noun,angles,"inclination, slant",none,"acute angle, right angle",trường học,en,/ˈæŋ.ɡəl/,https://api.dictionaryapi.dev/media/pronunciations/en/angle-us.mp3,A2
angrily,In a manner resulting from or betraying anger,kızgın bir şekilde,She shouted angrily.,adverb,angry,"furiously, irritably","calmly, gently","speak angrily, react angrily",khác,en,/ˈæŋ.ɡɹə.li/,https://translate.google.com/translate_tts?ie=UTF-8&q=angrily&tl=en&client=tw-ob,B1
angry,"Feeling or showing strong annoyance, displeasure, or hostility",kızgın,He was angry about the delay.,adjective,"angrier, angriest","mad, furious","calm, happy","angry with, angry about",nghề nghiệp,en,/ˈæŋ.ɡɹi/,https://api.dictionaryapi.dev/media/pronunciations/en/angry-us.mp3,A2
animal,"A living organism that feeds on organic matter, typically having specialized sense organs and nervous system and able to respond rapidly to stimuli",hayvan,The zoo has many animals.,noun,animals,"creature, beast",none,"wild animal, domestic animal",nghề nghiệp,en,/ˈænɪməl/,https://api.dictionaryapi.dev/media/pronunciations/en/animal-us.mp3,A1
ankle,The joint connecting the foot with the leg,ayak bileği,She twisted her ankle.,noun,ankles,"joint, hinge",none,"sprain an ankle, ankle injury",khác,en,/ˈæŋ.kəl/,https://api.dictionaryapi.dev/media/pronunciations/en/ankle-us.mp3,A2
anniversary,The date on which an event took place in a previous year,yıldönümü,Today is their wedding anniversary.,noun,anniversaries,"celebration, commemoration",none,"celebrate anniversary, anniversary gift",văn hóa,en,/ˌænɪˈvɜːs(ə)ɹi/,https://api.dictionaryapi.dev/media/pronunciations/en/anniversary-uk.mp3,B2
announce,"Make a public and typically formal declaration about a fact, occurrence, or intention",duyurmak,They announced their engagement.,verb,"announces, announcing, announced","declare, proclaim","conceal, hide","announce officially, announce plans",khác,en,/əˈnaʊns/,https://translate.google.com/translate_tts?ie=UTF-8&q=announce&tl=en&client=tw-ob,B1
annoy,Make (someone) a little angry; irritate,kızdırmak,His comments annoyed her.,verb,"annoys, annoying, annoyed","irritate, vex","delight, please","annoy greatly, annoy slightly",khác,en,/əˈnɔɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/annoy-us.mp3,A2
annoyed,Slightly angry; irritated,kızgın,She was annoyed by the noise.,adjective,annoyingly,"irritated, vexed","pleased, content","feel annoyed, look annoyed",khác,en,/əˈnɔɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/annoyed-us.mp3,B1
annoying,Causing irritation or annoyance,sinir bozucu,The loud music was annoying.,adjective,annoyingly,"irritating, vexing","pleasing, delightful","annoying habit, annoying person",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=annoying&tl=en&client=tw-ob,B1
